"def_priority","def_gate","def_owner_engine","def_domain_family","def_normalized_key","def_distinct_values","def_recommended_decision","def_hydra_risk","def_source_mutation","def_sample_values","def_sample_files"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_ok","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","schema_ok = post_counts.get(""Schema"") == ""PASS"" || schema_ok = all(r[""Severity""] == ""OK"" for r in schema_compare)","VRN_MDL015_vrn_final_production_lock_registry_v061573__SUPPORT_RULE__v061573.py; VRN_MDL092_vrn_post_commit_production_seal_v0615721__GOVERNANCE__v0615721.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","schema_gate_json","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_v0276_20260610_215641\\registry\\VDF_AkShare_Sc... || schema_gate_json = Path(r""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_MERGE_GATE_REVIEW_v0276_20260610_215641\...","VDF_AkShare_CandidateToCanonicalMergeGateReviewPlan_v0276.json; VDF_AkShare_CandidateToCanonicalMergeGateReview_Matrix_v0276.json; vdf_akshare_candidate_to_canonical_merge_gate_review_v0276.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_layer","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""BasicInfo"" || ""FinancialData""","VDF_VRN_SourceFallback_AllDataRegistry_v0100.json; VRN_IO_Summary_v0100 (1).json; VRN_IO_Summary_v0100 (2).html; VRN_IO_Summary_v0100.html; VRN_IO_Summary_v0100.json; VRN_S05_FieldRegistry_v0101.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_strict","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","False,  # False = coerce, True = reject on fail || False","VRN_MDL004_OCR_FetchingPDFTable_v1.py; VRN_MDL005_OCRFetchingPDFText_v1.py"
"P0","P0_OWNER_DECISION_REQUIRED","VIA","GOVERNANCE_POLICY","ConsensusPolicy","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","{ || ""reference_only_not_truth""","VRN_MDL069_VRN_CANONICAL_ACTIVE_MANIFEST__MODULE__v0_0.json; VRN_MDL101_VRN_22File_DryRun_AIO__MODULE__v0_0.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","matched_yfinance_rows","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","3 || 1","VRN_MDL137_VRN_LocalConsensus_Expansion_v1_0_31__MODULE__v1_0.json; VRN_MDL138_VRN_BasicInfo_Coverage_Expansion_Audit_v1_0_30__BASICINFO__v1_0.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","primary_source_module","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""M05_BasicInfoExtractor"" || ""Computed""","VDF_VRN_SourceFallback_AllDataRegistry_v0100.json; VRN_IO_Summary_v0100 (1).json; VRN_IO_Summary_v0100 (2).html; VRN_IO_Summary_v0100.html; VRN_IO_Summary_v0100.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","yf_tickers_to_fetch","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","yf_tickers_to_fetch = [] || yf_tickers_to_fetch = list(set(yf_tickers_to_fetch))","VDF_MDL007_SSOTResolver.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","yf_tickers","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","yf_tickers = self.df_quote[""yf_ticker""].tolist() || yf_tickers = self.df_universe[""yf_ticker""].tolist()","VDF_MDL004_TWFullMarketEngine.py; VDF_MDL006_FinancialModel.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","yf_ticker","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false",""""" || yf_ticker","VRN_MDL273_VRN_v140H_ReadOnly_Production_Verify__MODULE__v140H.json; VRN_MDL274_SOURCE_VRN_v140G_Production_DuckDB_Commit_Final_Seal__BASICINFO__v140G.json; VRN_MDL275_VRN_v140G_Production_DuckDB_Commit_Final_Seal__GOVERNANCE__v140G.json; VRN_MDL276_VRN_v140D_Sandbox_DuckDB_Writer_Gate__MODULE__v140D.json; VDF_MDL004_TWFullMarketEngine.py; VDF_MDL005_TWStockFilter.py; VDF_MDL006_FinancialModel.py; VDF_MDL007_SSOTResolver.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","akshare_selector_symbols","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","[ || [""BDI"",""IRON_ORE"",""COKING_COAL""]","vdf_fred_akshare_small_scope_gate_probe_result_v025.json; vdf_fred_akshare_small_scope_gate_probe_v025.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","AKSHARE_AVAILABLE","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","AKSHARE_AVAILABLE = True || AKSHARE_AVAILABLE = False","VDF_MDL003_SentimentMacroEngine.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","basic_info_field_count","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","14 || len(basic_info_fields)","VRN_UnifiedSSOTBuilder_PythonRuntime_v029SSOT1B.json; vrn_unified_ssot_builder_v029ssot1b.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","fieldnames","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","fieldnames = [ || fieldnames=[","vdf_akshare_sample_call_gate_v0272.py; vdf_akshare_signature_doc_probe_v0271.py; vdf_akshare_candidate_seed_staging_v0274.py; vdf_akshare_small_scope_seed_plan_gate_hotfix_v02731.py; vdf_akshare_small_scope_seed_plan_gate_v0273.py; vrn_refined_firstpage_speed_benchmark.py; vrn_turbo_firstpage_parallel_benchmark.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","field_count","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","30 || 76","VDF_VRN_SourceFallback_AllDataRegistry_v0100.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","fred_small_scope_symbols","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","[ || [""GDP"",""CPIAUCSL"",""FEDFUNDS"",""DGS10"",""UNRATE""]","vdf_fred_akshare_small_scope_gate_probe_result_v025.json; vdf_fred_akshare_small_scope_gate_probe_v025.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","MARKET_TICKER_IDENTITY","hist_by_ticker","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","hist_by_ticker = {} || hist_by_ticker = self.yf_history.fetch(yf_tickers)","VDF_MDL004_TWFullMarketEngine.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","JSONSCHEMA_OK","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","JSONSCHEMA_OK = True || JSONSCHEMA_OK = False","VDF_MDL104_RegistryLoader.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_version","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""1.0.0"" || ""V31""","SSOT_VIA_VisualDesignOps_20260617 (1).json; SSOT_VIA_VisualDesignOps_20260617.json; VRN_S05_FieldRegistry_v0101.json; VRN_S05_FieldRegistry_v0102.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","original_unit","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""thousand_ntd"" || unit, ""confidence"": 0.90","VRN_MDL007_APIDataFetcher.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","schema_theme","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","schema_theme = FRED_THEME_MAP.get(raw_theme, ""Macro"") || schema_theme = AK_THEME_MAP.get(raw_theme, ""Custom"")","VDF_MDL201_GenerateFullRegistry.py"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","basicinfo_fields","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","30 || [","VDF_VRN_SourceFallback_AllDataRegistry_v0100.json; VRN_IO_Summary_v0100 (1).json; VRN_IO_Summary_v0100 (2).html; VRN_IO_Summary_v0100.html; VRN_IO_Summary_v0100.json; VRN_S05_FieldRegistry_v0101.json; VRN_S05_FieldRegistry_v0102.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","matrix_2_fields","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","106 || [","VDF_VRN_SourceFallback_AllDataRegistry_v0100.json; VRN_IO_Summary_v0100 (1).json; VRN_IO_Summary_v0100 (2).html; VRN_IO_Summary_v0100.html; VRN_IO_Summary_v0100.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","SCHEMA_FIELD_CONTRACT","schema_tables","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","12 || [","VDF_PendingTriFlow_SyncSeal_Matrix_v0201.json; VDF_PENDING_TRIFLOW_SYNC_SEAL_v0201.json; VDF_PendingTriFlow_SyncSeal_Matrix_v0202.json; VDF_PENDING_TRIFLOW_SYNC_SEAL_v0202.json"
"P0","P0_OWNER_DECISION_REQUIRED","VRN/VDF","GOVERNANCE_POLICY","VRN_HISTORICAL_VALIDATION_POLICY","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","VRN_HISTORICAL_VALIDATION_POLICY = _VRN_HVP || VRN_HISTORICAL_VALIDATION_POLICY = None","VRN_MDL018_VRN_MDL_SummaryPipelineBridge_AIO_v01__CORE__v01.py"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","VDF_Global_Freight_AkShare_Candidate","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","1 || VDF_Global_Freight_AkShare_Candidate=1; VDF_Global_Commodity_AkShare_Candidate=3; VDF_Global_Macro_AkShare_Candidate=2","VDF_AkShare_SmallScopeSeedPlan_v02731.json; VDF_AkShare_SmallScopeSeedPlanGate_Hotfix_Report_v02731.html; vdf_akshare_small_scope_seed_plan_gate_hotfix_result_v02731.json; VDF_AkShare_SmallScopeSeedPlan_v0273.json; vdf_akshare_small_scope_seed_plan_gate_result_v0273.json"
"P0","P0_OWNER_DECISION_REQUIRED","VDF","DATA_SOURCE_CONTRACT","schema_map","2","Do not auto-fix. Choose one canonical owner/value before v0111.","HIGH_IF_AUTO_MERGED","false","""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125014\\registry\\VDF_FredAkshare_SmallScope_Sc... || ""C:\\Users\\tonyk\\Downloads\\VeritasIntelligenceAnalytics\\dict\\VDF\\_active\\VDF_FRED_AKSHARE_SMALL_SCOPE_SEED_GATE_v025_20260610_125256\\registry\\VDF_FredAkshare_SmallScope_Sc...","VDF_FredAkshare_SmallScopeSeed_GatePlan_v025.json; VDF_FredAkshare_SmallScopeSeedGate_Matrix_v025.json"
